,Label,0_x,0_y,0_v,1_x,1_y,1_v,2_x,2_y,2_v,3_x,3_y,3_v,4_x,4_y,4_v,5_x,5_y,5_v,6_x,6_y,6_v,7_x,7_y,7_v,8_x,8_y,8_v,9_x,9_y,9_v,10_x,10_y,10_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,19_x,19_y,19_v,20_x,20_y,20_v,21_x,21_y,21_v,22_x,22_y,22_v,23_x,23_y,23_v,24_v,24_x,24_y,25_v,25_x,25_y,26_v,26_x,26_y,27_v,27_x,27_y,28_v,28_x,28_y,29_v,29_x,29_y,30_v,30_x,30_y,31_v,31_x,31_y,32_v,32_x,32_y
10,Disco,0.53870,0.29607,1.00000,0.54555,0.25935,1.00000,0.55440,0.25984,1.00000,0.56322,0.26036,1.00000,0.51682,0.25750,1.00000,0.50476,0.25690,1.00000,0.49282,0.25645,1.00000,0.55939,0.28051,0.99999,0.46140,0.27735,0.99997,0.54751,0.33626,0.99999,0.50771,0.33426,0.99999,0.61474,0.45571,1.00000,0.35480,0.45825,1.00000,0.79545,0.43251,0.99467,0.22499,0.64633,0.99133,0.90719,0.24939,0.95837,0.24708,0.84779,0.95696,0.94543,0.19492,0.86487,0.24451,0.91519,0.91494,0.92752,0.16498,0.88101,0.27015,0.90378,0.93057,0.90929,0.19498,0.92711,0.28016,0.88987,0.94404,0.55238,0.96595,0.99639,0.99850,0.39896,0.95817,0.36588,0.54018,1.31238,0.33353,0.38696,1.28159,0.04091,0.52909,1.55640,0.02503,0.38483,1.52991,0.04153,0.52446,1.58343,0.01831,0.38402,1.56046,0.01356,0.53009,1.68332,0.01073,0.39275,1.65908
11,Disco,0.53929,0.29589,1.00000,0.54545,0.25966,1.00000,0.55428,0.26005,1.00000,0.56311,0.26048,1.00000,0.51684,0.25832,1.00000,0.50483,0.25798,1.00000,0.49291,0.25784,1.00000,0.55928,0.28058,0.99999,0.46161,0.27943,0.99998,0.54818,0.33618,0.99999,0.50891,0.33463,1.00000,0.61566,0.45799,1.00000,0.35592,0.46322,1.00000,0.79521,0.43324,0.99604,0.22568,0.64558,0.98459,0.90617,0.24640,0.97596,0.23649,0.84618,0.92492,0.94308,0.19074,0.92070,0.22992,0.91368,0.86014,0.92688,0.15931,0.93020,0.25497,0.90174,0.88645,0.90882,0.18965,0.95739,0.26632,0.88796,0.91002,0.55381,0.96777,0.99408,0.99683,0.39925,0.95891,0.18959,0.54836,1.31136,0.15509,0.38832,1.28293,0.01158,0.54378,1.55515,0.00855,0.38685,1.53179,0.01229,0.54092,1.58338,0.00646,0.38651,1.56393,0.00398,0.54285,1.67909,0.00364,0.39377,1.65626
12,Disco,0.53871,0.29660,1.00000,0.54480,0.25994,1.00000,0.55374,0.26027,1.00000,0.56265,0.26064,1.00000,0.51603,0.25877,1.00000,0.50394,0.25848,1.00000,0.49194,0.25839,1.00000,0.55895,0.28063,0.99999,0.46084,0.28010,0.99997,0.54786,0.33698,0.99999,0.50844,0.33584,0.99999,0.61564,0.45796,1.00000,0.35596,0.46375,1.00000,0.79338,0.43563,0.99509,0.22355,0.64312,0.98741,0.90652,0.25600,0.97418,0.22098,0.84031,0.93405,0.94401,0.20500,0.92307,0.21159,0.90664,0.87111,0.92891,0.16991,0.93317,0.23633,0.89616,0.89240,0.91073,0.19857,0.95842,0.24817,0.88340,0.91287,0.55365,0.96796,0.99248,0.99701,0.39912,0.95717,0.18613,0.54766,1.31660,0.17486,0.38826,1.28588,0.01791,0.54199,1.56445,0.01248,0.38922,1.53545,0.01899,0.53950,1.59389,0.00915,0.38997,1.56779,0.00615,0.53873,1.68735,0.00509,0.39451,1.65903
13,Disco,0.53796,0.29782,1.00000,0.54413,0.26095,1.00000,0.55308,0.26102,1.00000,0.56199,0.26115,1.00000,0.51521,0.26060,1.00000,0.50312,0.26065,1.00000,0.49113,0.26089,1.00000,0.55788,0.28088,0.99999,0.46006,0.28300,0.99997,0.54702,0.33754,0.99999,0.50758,0.33736,0.99999,0.61485,0.45757,1.00000,0.35781,0.46405,1.00000,0.79283,0.43486,0.99676,0.22553,0.63011,0.99109,0.90855,0.25684,0.97651,0.21570,0.84026,0.93738,0.94791,0.20557,0.92455,0.20433,0.90633,0.87045,0.93489,0.17030,0.93314,0.22718,0.89099,0.88946,0.91630,0.19878,0.95976,0.23996,0.87767,0.91377,0.55401,0.96660,0.99385,0.99756,0.40144,0.95482,0.24738,0.54818,1.31128,0.24185,0.38998,1.28333,0.02262,0.54236,1.55796,0.01660,0.39074,1.53279,0.02249,0.53982,1.58623,0.01131,0.39299,1.56461,0.00738,0.53974,1.68284,0.00636,0.39762,1.65691
14,Disco,0.53805,0.29735,1.00000,0.54410,0.26090,1.00000,0.55305,0.26101,1.00000,0.56198,0.26117,1.00000,0.51522,0.26054,1.00000,0.50315,0.26060,1.00000,0.49117,0.26086,1.00000,0.55742,0.28103,1.00000,0.46006,0.28307,0.99998,0.54701,0.33729,0.99999,0.50762,0.33714,1.00000,0.61484,0.45762,1.00000,0.35780,0.46403,1.00000,0.79019,0.43516,0.99653,0.22563,0.62304,0.98704,0.90795,0.25835,0.97597,0.22219,0.81756,0.92226,0.94713,0.20779,0.92150,0.21332,0.88133,0.85031,0.93318,0.17243,0.93176,0.23850,0.87222,0.87399,0.91482,0.20022,0.95818,0.25007,0.85905,0.90041,0.55390,0.96645,0.99396,0.99703,0.40127,0.95465,0.25640,0.54938,1.31071,0.21637,0.39122,1.28321,0.02122,0.54703,1.55911,0.01450,0.39478,1.53493,0.02059,0.54475,1.58801,0.00987,0.39698,1.56740,0.00778,0.54682,1.68495,0.00602,0.40100,1.66022
15,Disco,0.53775,0.29729,1.00000,0.54395,0.26090,1.00000,0.55291,0.26102,1.00000,0.56183,0.26120,1.00000,0.51521,0.26053,1.00000,0.50321,0.26059,0.99999,0.49131,0.26083,1.00000,0.55741,0.28130,0.99999,0.46030,0.28295,0.99997,0.54677,0.33725,0.99999,0.50737,0.33701,0.99999,0.61480,0.45708,1.00000,0.35824,0.46376,1.00000,0.78942,0.43660,0.99627,0.22970,0.62273,0.99063,0.90670,0.26235,0.97559,0.22271,0.81110,0.95827,0.94582,0.21187,0.92108,0.21454,0.87482,0.91717,0.93064,0.17718,0.93120,0.24026,0.86715,0.93207,0.91246,0.20492,0.95762,0.25187,0.85372,0.94621,0.55566,0.96034,0.98481,0.99177,0.40403,0.95171,0.27568,0.55201,1.30628,0.24283,0.39669,1.28161,0.02478,0.55015,1.56123,0.01759,0.39963,1.53924,0.02270,0.54721,1.59099,0.01124,0.40134,1.57229,0.00988,0.55290,1.68944,0.00787,0.40657,1.66635
16,Disco,0.53731,0.29728,1.00000,0.54370,0.26086,1.00000,0.55267,0.26097,1.00000,0.56161,0.26115,1.00000,0.51501,0.26055,1.00000,0.50303,0.26064,1.00000,0.49116,0.26091,1.00000,0.55743,0.28127,1.00000,0.46029,0.28299,0.99998,0.54664,0.33718,0.99999,0.50715,0.33693,0.99999,0.61538,0.45676,0.99999,0.35830,0.46320,1.00000,0.78964,0.43449,0.99655,0.22797,0.62200,0.99134,0.90590,0.25589,0.96650,0.22548,0.81834,0.94221,0.94496,0.20257,0.88715,0.21847,0.88445,0.88218,0.92807,0.17247,0.90214,0.24866,0.87567,0.90407,0.91061,0.20106,0.93952,0.25834,0.86202,0.92473,0.55608,0.95855,0.98328,0.99019,0.40342,0.94943,0.43915,0.55504,1.30102,0.40466,0.39424,1.27696,0.04823,0.55069,1.55321,0.02942,0.39403,1.53521,0.04185,0.54580,1.58494,0.01976,0.39543,1.57054,0.02018,0.55851,1.68136,0.01647,0.40009,1.66427
17,Disco,0.53708,0.29722,1.00000,0.54366,0.26091,1.00000,0.55264,0.26106,1.00000,0.56159,0.26129,1.00000,0.51497,0.26055,1.00000,0.50302,0.26059,1.00000,0.49117,0.26078,1.00000,0.55759,0.28132,1.00000,0.46035,0.28245,0.99999,0.54646,0.33714,1.00000,0.50701,0.33683,1.00000,0.61545,0.45674,1.00000,0.35813,0.46089,1.00000,0.78905,0.43474,0.99596,0.23161,0.62504,0.98294,0.90348,0.25951,0.95967,0.22987,0.82084,0.91313,0.94334,0.20687,0.86706,0.22103,0.88719,0.83247,0.92495,0.17793,0.88434,0.25275,0.87783,0.86531,0.90704,0.20589,0.92642,0.26416,0.86452,0.89187,0.55553,0.95903,0.99745,0.99875,0.40151,0.94987,0.27799,0.55311,1.30361,0.19628,0.39059,1.28125,0.01450,0.55000,1.57475,0.00970,0.38489,1.56182,0.01406,0.54595,1.60840,0.00680,0.38491,1.59846,0.00583,0.55498,1.70508,0.00444,0.39018,1.69347
18,Disco,0.53639,0.29679,1.00000,0.54294,0.26072,1.00000,0.55200,0.26085,1.00000,0.56102,0.26107,1.00000,0.51412,0.26052,1.00000,0.50214,0.26055,1.00000,0.49026,0.26067,1.00000,0.55771,0.28117,0.99999,0.45984,0.28217,0.99997,0.54626,0.33691,0.99999,0.50644,0.33674,0.99999,0.61618,0.45658,1.00000,0.35788,0.46136,1.00000,0.78992,0.43640,0.99710,0.23287,0.63323,0.98810,0.90520,0.25989,0.98353,0.23758,0.83412,0.94797,0.94455,0.20693,0.94187,0.23069,0.90419,0.89343,0.92638,0.17771,0.94916,0.26166,0.89419,0.91368,0.90851,0.20585,0.96815,0.27257,0.87874,0.93240,0.55557,0.95831,0.99399,0.99631,0.40069,0.94889,0.29042,0.55560,1.30306,0.19897,0.38998,1.27983,0.02414,0.55322,1.56862,0.01420,0.38523,1.55102,0.02313,0.55040,1.60129,0.01046,0.38516,1.58666,0.00893,0.55443,1.69612,0.00623,0.39109,1.67920
19,Disco,0.53637,0.29597,1.00000,0.54283,0.26037,1.00000,0.55188,0.26057,1.00000,0.56088,0.26083,1.00000,0.51405,0.26003,1.00000,0.50208,0.26005,1.00000,0.49021,0.26017,1.00000,0.55774,0.28116,0.99999,0.45991,0.28217,0.99997,0.54625,0.33640,0.99999,0.50644,0.33606,0.99999,0.61657,0.45685,1.00000,0.35792,0.46190,1.00000,0.79112,0.43749,0.99696,0.23315,0.63807,0.99044,0.90636,0.25956,0.98416,0.23253,0.83747,0.95585,0.94552,0.20581,0.94283,0.22409,0.90676,0.90699,0.92726,0.17597,0.94957,0.25176,0.89752,0.92432,0.90921,0.20495,0.96967,0.26349,0.88213,0.94179,0.55639,0.95814,0.99532,0.99751,0.40073,0.94887,0.27531,0.55775,1.30277,0.20020,0.39016,1.27965,0.02284,0.55725,1.56703,0.01314,0.38757,1.54828,0.02234,0.55486,1.59850,0.00982,0.38787,1.58286,0.00794,0.55891,1.69415,0.00554,0.39313,1.67549
20,Disco,0.53533,0.29567,1.00000,0.54218,0.26023,1.00000,0.55127,0.26049,1.00000,0.56031,0.26082,1.00000,0.51338,0.25962,1.00000,0.50144,0.25951,1.00000,0.48960,0.25950,1.00000,0.55773,0.28122,1.00000,0.45987,0.28135,0.99998,0.54548,0.33616,0.99999,0.50544,0.33550,0.99999,0.61664,0.45600,1.00000,0.35731,0.46082,1.00000,0.79209,0.43560,0.99774,0.23281,0.63626,0.98822,0.90968,0.25374,0.98385,0.22676,0.83453,0.94006,0.94925,0.19742,0.93940,0.21512,0.90296,0.87765,0.93187,0.16798,0.94532,0.24262,0.89555,0.89866,0.91362,0.19733,0.96743,0.25565,0.88032,0.92297,0.55455,0.94909,0.99470,0.99724,0.39848,0.94029,0.33123,0.55448,1.29526,0.23501,0.38288,1.27441,0.02441,0.55704,1.56726,0.01594,0.37556,1.54798,0.02453,0.55517,1.60062,0.01213,0.37647,1.58367,0.00934,0.55851,1.69452,0.00736,0.37771,1.67538
21,Disco,0.53512,0.29316,1.00000,0.54151,0.25820,1.00000,0.55059,0.25847,1.00000,0.55961,0.25880,1.00000,0.51282,0.25755,1.00000,0.50090,0.25750,1.00000,0.48908,0.25757,1.00000,0.55711,0.27964,0.99999,0.45946,0.28024,0.99998,0.54535,0.33416,0.99999,0.50536,0.33368,0.99999,0.61668,0.45633,1.00000,0.35696,0.46089,1.00000,0.79002,0.43686,0.99457,0.23255,0.63474,0.97897,0.90702,0.25389,0.97447,0.22298,0.83324,0.90602,0.94599,0.20047,0.92377,0.21008,0.90052,0.83148,0.92987,0.17057,0.93451,0.23793,0.89327,0.86338,0.91158,0.19932,0.95863,0.25133,0.87828,0.89074,0.55617,0.94911,0.96664,0.98566,0.39974,0.94186,0.20059,0.55417,1.30486,0.18036,0.38865,1.27900,0.01694,0.55609,1.57380,0.01223,0.38508,1.55381,0.01829,0.55418,1.60777,0.00883,0.38594,1.59016,0.00723,0.55721,1.69778,0.00581,0.38965,1.67850
22,Disco,0.53239,0.29379,1.00000,0.53961,0.25867,1.00000,0.54885,0.25891,1.00000,0.55803,0.25920,1.00000,0.51093,0.25804,1.00000,0.49917,0.25798,1.00000,0.48750,0.25805,1.00000,0.55714,0.27995,1.00000,0.45903,0.28075,0.99998,0.54345,0.33460,0.99999,0.50327,0.33413,0.99999,0.61635,0.45622,1.00000,0.35751,0.46003,1.00000,0.78920,0.43743,0.99674,0.23249,0.62311,0.99062,0.90842,0.25865,0.97853,0.21566,0.81816,0.95141,0.94795,0.20588,0.92508,0.20064,0.88435,0.89708,0.93081,0.17511,0.93354,0.22806,0.88113,0.91503,0.91274,0.20368,0.95964,0.24231,0.86668,0.93531,0.55633,0.94703,0.99111,0.99596,0.40028,0.94017,0.27980,0.55372,1.29957,0.24121,0.38857,1.27733,0.02308,0.55648,1.57034,0.01645,0.38418,1.55308,0.02217,0.55433,1.60424,0.01075,0.38463,1.58921,0.00955,0.55859,1.69601,0.00764,0.38967,1.68070
23,Disco,0.53173,0.29373,1.00000,0.53908,0.25849,1.00000,0.54835,0.25869,1.00000,0.55756,0.25894,1.00000,0.51035,0.25792,1.00000,0.49868,0.25788,1.00000,0.48711,0.25798,1.00000,0.55716,0.27962,1.00000,0.45911,0.28069,0.99998,0.54307,0.33423,0.99999,0.50296,0.33393,1.00000,0.61620,0.45639,1.00000,0.35763,0.45888,1.00000,0.78730,0.44312,0.99591,0.23097,0.62016,0.98636,0.90507,0.26684,0.97942,0.21761,0.81436,0.93681,0.94564,0.21398,0.92877,0.20352,0.88196,0.87076,0.92706,0.18418,0.93613,0.23356,0.87848,0.89385,0.90878,0.21323,0.96003,0.24724,0.86342,0.91697,0.55651,0.94942,0.99190,0.99577,0.40018,0.94310,0.26051,0.55388,1.30664,0.20724,0.38998,1.28509,0.01959,0.55649,1.58060,0.01384,0.38610,1.55479,0.01822,0.55432,1.61335,0.00822,0.38588,1.59090,0.00867,0.55851,1.70840,0.00641,0.39623,1.68328
24,Disco,0.53062,0.29361,1.00000,0.53893,0.25820,1.00000,0.54845,0.25838,1.00000,0.55790,0.25861,1.00000,0.50988,0.25761,1.00000,0.49822,0.25754,0.99999,0.48666,0.25762,1.00000,0.55890,0.27932,1.00000,0.45969,0.28025,0.99997,0.54291,0.33393,0.99999,0.50234,0.33364,0.99999,0.61788,0.45651,1.00000,0.35879,0.45731,1.00000,0.78794,0.44846,0.99484,0.23080,0.62061,0.98288,0.90245,0.27367,0.97576,0.21614,0.81200,0.91419,0.94354,0.21963,0.92266,0.20160,0.87931,0.83481,0.92447,0.19134,0.93044,0.23136,0.87598,0.86531,0.90549,0.22059,0.95579,0.24521,0.86128,0.89393,0.55783,0.95260,0.98055,0.98954,0.40091,0.94606,0.29198,0.55275,1.31324,0.22100,0.39059,1.29140,0.02666,0.55241,1.58913,0.01748,0.38775,1.57100,0.02518,0.55049,1.62602,0.01087,0.38793,1.60980,0.01127,0.55166,1.71882,0.00811,0.39657,1.70639
25,Disco,0.53073,0.29366,1.00000,0.53944,0.25827,1.00000,0.54892,0.25845,1.00000,0.55833,0.25865,1.00000,0.51041,0.25749,1.00000,0.49879,0.25726,1.00000,0.48724,0.25714,1.00000,0.55914,0.27946,0.99999,0.46001,0.27849,0.99998,0.54246,0.33402,0.99999,0.50233,0.33347,0.99999,0.61690,0.45691,1.00000,0.35843,0.45514,1.00000,0.78147,0.46051,0.99182,0.22901,0.62373,0.96614,0.89563,0.29257,0.96548,0.21534,0.81989,0.83563,0.93732,0.24020,0.90087,0.20003,0.88806,0.72548,0.91918,0.21332,0.91464,0.23060,0.88290,0.77725,0.89941,0.24177,0.94365,0.24460,0.86838,0.81243,0.55687,0.95365,0.96924,0.98313,0.39880,0.94720,0.15142,0.55051,1.32675,0.09662,0.38918,1.30394,0.01063,0.54979,1.63359,0.00597,0.38295,1.61397,0.01012,0.54861,1.67353,0.00411,0.38048,1.65463,0.00458,0.54306,1.76145,0.00307,0.39511,1.74725
