,Label,0_x,0_y,0_v,1_x,1_y,1_v,2_x,2_y,2_v,3_x,3_y,3_v,4_x,4_y,4_v,5_x,5_y,5_v,6_x,6_y,6_v,7_x,7_y,7_v,8_x,8_y,8_v,9_x,9_y,9_v,10_x,10_y,10_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,19_x,19_y,19_v,20_x,20_y,20_v,21_x,21_y,21_v,22_x,22_y,22_v,23_x,23_y,23_v,24_v,24_x,24_y,25_v,25_x,25_y,26_v,26_x,26_y,27_v,27_x,27_y,28_v,28_x,28_y,29_v,29_x,29_y,30_v,30_x,30_y,31_v,31_x,31_y,32_v,32_x,32_y
10,Disco,0.46595,0.27626,1.00000,0.48682,0.22818,1.00000,0.50053,0.22758,1.00000,0.51414,0.22703,1.00000,0.44769,0.22929,1.00000,0.43398,0.22893,0.99999,0.42037,0.22853,1.00000,0.53472,0.24510,0.99999,0.40260,0.24502,0.99997,0.49197,0.32074,0.99996,0.44015,0.32147,0.99997,0.62940,0.43474,0.99998,0.31658,0.46220,0.99992,0.84667,0.42030,0.98035,0.19430,0.66936,0.84430,0.97145,0.18678,0.94835,0.20635,0.73960,0.57553,1.02268,0.10301,0.88041,0.20115,0.77150,0.51805,1.01363,0.07592,0.90505,0.22891,0.75162,0.60774,0.98497,0.11651,0.93401,0.23556,0.74504,0.62679,0.58124,1.02281,0.30412,0.23377,0.38094,1.03275,0.09967,0.59215,1.50508,0.13039,0.38559,1.49126,0.00490,0.59524,1.90119,0.00542,0.39429,1.88980,0.00408,0.59725,1.95899,0.00291,0.39439,1.94880,0.00337,0.56554,2.04090,0.00388,0.41554,2.03139
11,Disco,0.46549,0.27924,1.00000,0.48628,0.23050,1.00000,0.49997,0.22984,1.00000,0.51359,0.22922,1.00000,0.44715,0.23108,1.00000,0.43319,0.23049,0.99999,0.41935,0.22993,1.00000,0.53291,0.24620,0.99998,0.40103,0.24592,0.99996,0.49149,0.32233,0.99994,0.43912,0.32279,0.99996,0.62911,0.43408,0.99994,0.31591,0.47018,0.99983,0.82998,0.40531,0.99693,0.20028,0.68646,0.98218,0.95539,0.16358,0.98620,0.13729,0.74516,0.93737,1.00383,0.08358,0.96234,0.11066,0.75573,0.90251,1.00003,0.04532,0.96665,0.11913,0.72715,0.92155,0.96984,0.08087,0.97829,0.13553,0.73373,0.93539,0.57274,1.03939,0.09064,0.08297,0.37837,1.04039,0.22011,0.58396,1.49222,0.47290,0.37915,1.47200,0.01151,0.58622,1.89696,0.02887,0.39258,1.87546,0.01111,0.58805,1.91577,0.02080,0.39901,1.94835,0.01223,0.56233,2.02649,0.02608,0.40655,2.00957
12,Disco,0.46117,0.28514,1.00000,0.48024,0.23724,1.00000,0.49343,0.23616,1.00000,0.50652,0.23511,1.00000,0.44236,0.23889,1.00000,0.42886,0.23867,0.99999,0.41549,0.23856,1.00000,0.52534,0.24893,0.99999,0.39839,0.25297,0.99997,0.48700,0.32485,0.99996,0.43638,0.32704,0.99996,0.62065,0.43143,0.99995,0.31361,0.47645,0.99986,0.80288,0.39968,0.99325,0.20912,0.72505,0.97716,0.95347,0.16232,0.98220,0.14001,0.80008,0.96824,0.98140,0.08459,0.95033,0.11416,0.82644,0.94762,0.96039,0.05588,0.95751,0.11861,0.79612,0.95946,0.93910,0.08962,0.97049,0.13691,0.79493,0.96529,0.56125,1.03615,0.28861,0.27164,0.36952,1.03679,0.18257,0.57347,1.49100,0.29785,0.37128,1.46868,0.01145,0.58108,1.85575,0.01694,0.38415,1.83075,0.00920,0.58302,1.89867,0.01170,0.38951,1.88616,0.01342,0.55922,2.00339,0.01864,0.40500,1.97147
13,Disco,0.45725,0.28536,1.00000,0.47560,0.23693,1.00000,0.48870,0.23557,1.00000,0.50169,0.23428,1.00000,0.43821,0.23934,1.00000,0.42487,0.23948,1.00000,0.41167,0.23977,1.00000,0.52085,0.24748,0.99999,0.39527,0.25442,0.99998,0.48348,0.32367,0.99998,0.43358,0.32710,0.99998,0.61718,0.42867,0.99997,0.31854,0.46962,0.99995,0.80244,0.39611,0.99297,0.22946,0.70435,0.97417,0.89899,0.15677,0.98385,0.12962,0.83622,0.93157,0.92455,0.08642,0.95088,0.09500,0.88316,0.87244,0.89768,0.05830,0.95726,0.09255,0.86510,0.89951,0.87936,0.09068,0.97003,0.11416,0.85714,0.91459,0.56506,1.03099,0.44043,0.43498,0.37470,1.02572,0.16714,0.57640,1.48697,0.23519,0.36858,1.46295,0.00800,0.58233,1.87699,0.01148,0.37845,1.83979,0.00698,0.58429,1.92697,0.00759,0.38288,1.89343,0.00756,0.55792,2.03095,0.01061,0.39142,1.98636
14,Disco,0.45265,0.28827,1.00000,0.47195,0.23754,1.00000,0.48556,0.23635,1.00000,0.49907,0.23524,1.00000,0.43390,0.23902,1.00000,0.42025,0.23874,1.00000,0.40676,0.23860,1.00000,0.51979,0.24727,0.99999,0.39108,0.25222,0.99998,0.47958,0.32622,0.99997,0.42850,0.32863,0.99997,0.61191,0.42608,0.99989,0.31368,0.46740,0.99984,0.79205,0.39399,0.98394,0.22404,0.73573,0.94272,0.87036,0.16732,0.96749,0.14214,0.88660,0.86681,0.89347,0.09906,0.90551,0.11417,0.93499,0.80684,0.86597,0.07089,0.92024,0.11534,0.91679,0.85078,0.85028,0.10461,0.93989,0.13717,0.90816,0.86084,0.55556,1.04315,0.44709,0.47852,0.37186,1.03841,0.15766,0.56712,1.48530,0.16416,0.36957,1.45715,0.00832,0.57261,1.83702,0.00803,0.38751,1.80880,0.00732,0.57164,1.87993,0.00615,0.39468,1.85493,0.01015,0.55253,2.00435,0.01002,0.39310,1.97200
15,Disco,0.45169,0.29234,1.00000,0.47051,0.24098,1.00000,0.48398,0.23944,1.00000,0.49734,0.23798,1.00000,0.43294,0.24328,1.00000,0.41938,0.24322,1.00000,0.40597,0.24331,1.00000,0.51821,0.24916,0.99999,0.39079,0.25646,0.99999,0.47896,0.32880,0.99998,0.42818,0.33252,0.99998,0.61124,0.42517,0.99997,0.31537,0.46782,0.99996,0.78870,0.37375,0.99259,0.21826,0.72222,0.98563,0.86124,0.14600,0.97999,0.10371,0.89894,0.93807,0.89028,0.08187,0.93620,0.06262,0.95629,0.87365,0.86625,0.05641,0.94440,0.05997,0.94845,0.90027,0.84934,0.08800,0.96386,0.08563,0.93708,0.92211,0.55555,1.03899,0.37788,0.38452,0.37121,1.03364,0.26604,0.56821,1.47973,0.31397,0.36854,1.45664,0.01405,0.57829,1.83596,0.01703,0.38498,1.81016,0.01328,0.57893,1.88013,0.01186,0.39060,1.85640,0.01290,0.56049,1.99476,0.01517,0.39261,1.96303
16,Disco,0.45012,0.29103,1.00000,0.46698,0.23974,1.00000,0.48049,0.23778,1.00000,0.49389,0.23600,1.00000,0.42985,0.24361,1.00000,0.41635,0.24431,0.99999,0.40302,0.24521,1.00000,0.51629,0.24795,1.00000,0.39028,0.26022,0.99998,0.47864,0.32778,0.99998,0.42767,0.33318,0.99998,0.61087,0.42331,0.99995,0.31579,0.46895,0.99990,0.77357,0.37789,0.99085,0.23005,0.73438,0.97067,0.84498,0.15093,0.97855,0.11116,0.89806,0.90581,0.87986,0.08399,0.92884,0.06461,0.94352,0.81592,0.86004,0.06155,0.93996,0.05882,0.93765,0.85826,0.84059,0.08925,0.95552,0.08769,0.92859,0.88366,0.54828,1.02423,0.68983,0.71246,0.36998,1.02782,0.52792,0.57003,1.40686,0.35332,0.28305,1.33555,0.04735,0.57770,1.77142,0.03057,0.30855,1.71351,0.03316,0.57419,1.81432,0.02612,0.32833,1.76610,0.04969,0.56417,1.95505,0.03909,0.27547,1.88240
17,Disco,0.45039,0.29236,1.00000,0.46783,0.23984,1.00000,0.48140,0.23786,1.00000,0.49483,0.23605,1.00000,0.43017,0.24357,1.00000,0.41645,0.24411,1.00000,0.40292,0.24483,1.00000,0.51537,0.24783,0.99999,0.38836,0.25957,0.99999,0.47821,0.32861,0.99999,0.42714,0.33420,0.99999,0.60827,0.42121,0.99999,0.31566,0.46948,0.99999,0.76923,0.39138,0.97963,0.22529,0.73502,0.96815,0.83794,0.16456,0.98533,0.07773,0.92578,0.87218,0.87476,0.10212,0.96447,0.01933,0.98564,0.75514,0.85089,0.08032,0.96963,0.00628,0.98418,0.80238,0.83049,0.10979,0.97934,0.03572,0.96842,0.84307,0.54903,1.02882,0.31784,0.28198,0.37060,1.03096,0.13165,0.57181,1.43128,0.17399,0.32271,1.41327,0.00614,0.59170,1.87844,0.00893,0.35102,1.85507,0.00673,0.59371,1.93560,0.00609,0.34126,1.90859,0.00437,0.57139,2.03067,0.00601,0.38674,2.00726
18,Disco,0.44641,0.28901,1.00000,0.46497,0.23421,1.00000,0.47889,0.23203,1.00000,0.49266,0.23000,1.00000,0.42614,0.23880,1.00000,0.41213,0.23963,0.99999,0.39832,0.24066,1.00000,0.51423,0.24228,0.99998,0.38381,0.25590,0.99999,0.47590,0.32647,0.99999,0.42337,0.33265,0.99999,0.60761,0.41865,0.99997,0.31552,0.47057,0.99998,0.75372,0.42802,0.96823,0.22422,0.73928,0.97727,0.81847,0.18772,0.99010,0.08473,0.91897,0.97408,0.86033,0.12261,0.98107,0.02629,0.97677,0.94662,0.83723,0.10004,0.98551,0.02048,0.97500,0.96125,0.81540,0.13123,0.99030,0.04920,0.95839,0.96982,0.55485,1.02548,0.18030,0.13039,0.37029,1.02647,0.10152,0.57181,1.44027,0.10800,0.34048,1.44969,0.00656,0.59150,1.91846,0.00763,0.36129,1.90447,0.00900,0.59323,1.97914,0.00644,0.34625,1.95972,0.00531,0.56404,2.06076,0.00576,0.40952,2.05039
19,Disco,0.44702,0.28782,1.00000,0.46574,0.23360,1.00000,0.47952,0.23146,1.00000,0.49314,0.22947,1.00000,0.42669,0.23825,1.00000,0.41274,0.23913,1.00000,0.39897,0.24021,1.00000,0.51388,0.24218,0.99999,0.38382,0.25580,0.99999,0.47582,0.32501,0.99999,0.42361,0.33084,0.99999,0.60607,0.41801,0.99999,0.31540,0.47145,0.99999,0.75641,0.43034,0.96470,0.22667,0.74279,0.96133,0.81874,0.19087,0.98298,0.10898,0.90236,0.95991,0.86142,0.12069,0.96442,0.03667,0.95695,0.93142,0.83170,0.10064,0.97181,0.05948,0.95463,0.95148,0.80997,0.13481,0.98070,0.08932,0.93847,0.95795,0.56371,1.01952,0.41733,0.31588,0.37026,1.01991,0.09959,0.58143,1.46653,0.11383,0.36854,1.46880,0.00550,0.59597,1.90629,0.00598,0.38471,1.89740,0.00674,0.59999,1.96489,0.00445,0.37141,1.95377,0.00428,0.56688,2.04682,0.00406,0.43301,2.03916
20,Disco,0.44929,0.28725,1.00000,0.46720,0.23256,1.00000,0.48087,0.23026,1.00000,0.49438,0.22809,1.00000,0.42827,0.23763,1.00000,0.41437,0.23871,1.00000,0.40066,0.23997,1.00000,0.51455,0.24008,0.99999,0.38514,0.25558,0.99999,0.47803,0.32475,0.99999,0.42588,0.33103,1.00000,0.60916,0.41757,0.99999,0.31581,0.47229,1.00000,0.75639,0.45162,0.97742,0.22299,0.74513,0.97721,0.81415,0.21656,0.99182,0.08760,0.91776,0.94045,0.85501,0.15003,0.98494,0.02308,0.98015,0.89158,0.82709,0.12612,0.98840,0.02434,0.98703,0.92064,0.80548,0.15812,0.99233,0.05411,0.96728,0.93882,0.56488,1.02454,0.21306,0.15148,0.36942,1.02402,0.15887,0.58132,1.48702,0.14712,0.37003,1.46904,0.00834,0.59571,1.93002,0.00790,0.38583,1.92299,0.01367,0.59951,1.99203,0.00765,0.37682,1.98142,0.00617,0.56337,2.05417,0.00549,0.42914,2.05732
21,Disco,0.44893,0.28682,1.00000,0.46714,0.23173,1.00000,0.48070,0.22964,1.00000,0.49409,0.22766,1.00000,0.42827,0.23630,1.00000,0.41447,0.23724,0.99999,0.40086,0.23838,1.00000,0.51401,0.23975,0.99998,0.38504,0.25371,0.99999,0.47710,0.32468,0.99999,0.42553,0.33096,1.00000,0.60690,0.41734,1.00000,0.31548,0.47043,1.00000,0.75445,0.46865,0.97762,0.22169,0.73799,0.98686,0.81459,0.23931,0.99209,0.09296,0.91226,0.98542,0.85522,0.16950,0.98547,0.02406,0.97208,0.97200,0.82776,0.14516,0.98842,0.03382,0.97689,0.97927,0.80598,0.17908,0.99239,0.06292,0.95922,0.98352,0.56855,1.02251,0.43727,0.35124,0.36908,1.02285,0.18229,0.58615,1.48533,0.19735,0.38473,1.48159,0.01232,0.60261,1.90684,0.01458,0.40044,1.90563,0.01657,0.60899,1.96680,0.01129,0.39181,1.96205,0.00770,0.56998,2.04162,0.00745,0.44390,2.04546
22,Disco,0.44886,0.28681,1.00000,0.46720,0.23208,1.00000,0.48074,0.23008,1.00000,0.49410,0.22815,1.00000,0.42840,0.23624,1.00000,0.41464,0.23702,1.00000,0.40104,0.23796,1.00000,0.51457,0.24028,0.99998,0.38587,0.25258,0.99999,0.47709,0.32486,0.99999,0.42580,0.33067,0.99999,0.60704,0.41640,0.99999,0.31638,0.46806,1.00000,0.76104,0.45258,0.96340,0.21811,0.73576,0.97042,0.82001,0.22281,0.98903,0.09308,0.91299,0.95653,0.86346,0.15212,0.98034,0.03086,0.97299,0.92188,0.82907,0.12944,0.98436,0.03785,0.98099,0.94266,0.80744,0.16400,0.98967,0.06668,0.96293,0.95390,0.56918,1.01772,0.52879,0.45830,0.36801,1.02201,0.08799,0.58715,1.47913,0.10304,0.39051,1.47364,0.00450,0.60204,1.89666,0.00591,0.40537,1.89065,0.00710,0.60811,1.95733,0.00490,0.39951,1.94797,0.00286,0.56871,2.03346,0.00299,0.44378,2.03134
23,Disco,0.45114,0.28544,1.00000,0.46967,0.23169,1.00000,0.48300,0.22980,1.00000,0.49617,0.22799,1.00000,0.43159,0.23563,1.00000,0.41820,0.23641,1.00000,0.40500,0.23736,1.00000,0.51711,0.24030,0.99999,0.39090,0.25238,0.99999,0.47921,0.32408,0.99999,0.42875,0.32965,0.99999,0.61049,0.41615,0.99999,0.31901,0.46998,1.00000,0.77073,0.44412,0.97722,0.21809,0.74673,0.95815,0.82846,0.21450,0.99350,0.08831,0.94438,0.88290,0.87353,0.14618,0.98797,0.02791,1.00868,0.80258,0.83640,0.12192,0.99031,0.03056,1.01867,0.85267,0.81477,0.15500,0.99382,0.05879,0.99932,0.88353,0.57106,1.01783,0.37179,0.28104,0.36813,1.02165,0.15557,0.58764,1.47951,0.14502,0.38987,1.47469,0.00919,0.60161,1.89635,0.00889,0.40505,1.88857,0.01490,0.60754,1.95656,0.00793,0.39886,1.94486,0.00573,0.56817,2.03365,0.00476,0.44209,2.02914
24,Disco,0.45229,0.28499,1.00000,0.47099,0.23124,1.00000,0.48422,0.22940,1.00000,0.49729,0.22765,1.00000,0.43323,0.23519,1.00000,0.42002,0.23599,1.00000,0.40701,0.23696,1.00000,0.51843,0.24025,0.99999,0.39338,0.25203,1.00000,0.48014,0.32375,0.99999,0.43020,0.32933,1.00000,0.61333,0.41629,0.99999,0.32015,0.47107,1.00000,0.78644,0.44404,0.98812,0.21969,0.75857,0.96509,0.83470,0.21231,0.99667,0.09183,0.96801,0.93095,0.87753,0.14202,0.99381,0.03264,1.03574,0.88193,0.83789,0.12011,0.99513,0.03748,1.04556,0.91618,0.81654,0.15459,0.99691,0.06543,1.02618,0.93597,0.57494,1.01763,0.31404,0.23616,0.36862,1.02147,0.17681,0.59341,1.48092,0.14513,0.38842,1.47455,0.01085,0.60490,1.89604,0.01040,0.40266,1.88482,0.01914,0.61074,1.95607,0.00969,0.39654,1.94086,0.00621,0.57246,2.03393,0.00526,0.44007,2.02435
25,Disco,0.45282,0.28482,1.00000,0.47182,0.23117,1.00000,0.48498,0.22944,1.00000,0.49801,0.22781,1.00000,0.43413,0.23497,1.00000,0.42094,0.23575,1.00000,0.40794,0.23675,1.00000,0.51895,0.24040,0.99998,0.39390,0.25182,0.99999,0.48048,0.32368,0.99999,0.43062,0.32920,0.99999,0.61254,0.41629,0.99999,0.32079,0.47011,1.00000,0.78253,0.44111,0.96578,0.22114,0.75430,0.97387,0.83285,0.20997,0.98648,0.10506,0.94770,0.96845,0.87597,0.13956,0.97225,0.05011,1.00975,0.93816,0.83727,0.11909,0.97723,0.05727,1.01611,0.95467,0.81571,0.15352,0.98492,0.08414,0.99777,0.96295,0.57464,1.01682,0.61671,0.54718,0.36865,1.02135,0.10514,0.59196,1.48087,0.13323,0.38841,1.47259,0.00515,0.60173,1.89081,0.00623,0.40255,1.87563,0.00661,0.60816,1.95137,0.00481,0.39649,1.93251,0.00351,0.56512,2.02407,0.00361,0.43835,2.01129
