,Label,0_x,0_y,0_v,1_x,1_y,1_v,2_x,2_y,2_v,3_x,3_y,3_v,4_x,4_y,4_v,5_x,5_y,5_v,6_x,6_y,6_v,7_x,7_y,7_v,8_x,8_y,8_v,9_x,9_y,9_v,10_x,10_y,10_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,19_x,19_y,19_v,20_x,20_y,20_v,21_x,21_y,21_v,22_x,22_y,22_v,23_x,23_y,23_v,24_v,24_x,24_y
18,Disco,0.48164,0.26259,11.15609,0.49975,0.22770,11.59740,0.51259,0.23079,10.99983,0.52561,0.23401,10.16549,0.46586,0.21879,11.43459,0.45263,0.21570,11.20567,0.43963,0.21253,11.22281,0.53379,0.25521,7.23339,0.41639,0.23096,10.05165,0.49902,0.30946,8.22859,0.44947,0.29755,10.03022,0.58799,0.40442,4.87569,0.32099,0.46192,6.25091,0.73905,0.29685,5.38366,0.29646,0.76095,4.67575,0.86891,0.09064,4.25348,0.35816,0.94062,5.54438,0.90613,0.02753,3.38280,0.37877,1.00994,4.67746,0.89295,0.00009,3.42563,0.39753,0.97900,4.77856,0.87575,0.03093,3.97756,0.40083,0.95562,5.16354,0.59211,0.90435,5.00482,5.81760,0.39003,0.91971
19,Disco,0.48178,0.26308,11.46760,0.49912,0.22792,11.97668,0.51174,0.23095,11.40517,0.52452,0.23410,10.62165,0.46549,0.21898,11.74013,0.45233,0.21586,11.48829,0.43938,0.21265,11.48130,0.53170,0.25434,7.62948,0.41559,0.23067,10.27075,0.49864,0.30956,8.28866,0.44951,0.29781,9.89020,0.58663,0.40295,5.12046,0.31877,0.46163,5.98826,0.74130,0.29483,5.64436,0.29380,0.76095,4.31161,0.87152,0.08282,4.83169,0.35877,0.94433,5.54665,0.90825,0.01774,3.90668,0.38160,1.01518,4.78249,0.89456,-0.00921,3.97987,0.40364,0.98333,4.96827,0.87782,0.02208,4.53088,0.40576,0.95917,5.31720,0.59187,0.90172,4.20946,4.47823,0.38976,0.91801
20,Disco,0.48188,0.26303,11.69908,0.49914,0.22791,12.36396,0.51175,0.23095,11.80764,0.52453,0.23409,11.03515,0.46552,0.21892,11.98650,0.45234,0.21578,11.63598,0.43938,0.21253,11.54463,0.53179,0.25431,7.94462,0.41574,0.23053,10.19139,0.49866,0.30955,8.47036,0.44951,0.29773,9.88773,0.58641,0.40300,5.23139,0.31869,0.46097,5.45017,0.74375,0.29696,5.57320,0.29432,0.76110,3.64758,0.87170,0.08280,4.87900,0.35953,0.94483,4.60406,0.90836,0.01588,3.97781,0.38130,1.01650,3.90929,0.89465,-0.01071,4.05702,0.40348,0.98488,4.08023,0.87787,0.02153,4.56068,0.40618,0.96060,4.39448,0.58877,0.90172,4.13724,3.96449,0.38683,0.91687
21,Disco,0.48247,0.26294,11.68816,0.49986,0.22794,12.79732,0.51248,0.23096,12.12972,0.52528,0.23408,11.22174,0.46617,0.21896,12.41791,0.45299,0.21582,11.99958,0.44005,0.21258,11.85139,0.53284,0.25434,7.76809,0.41636,0.23060,10.26171,0.49927,0.30940,8.03698,0.45005,0.29770,9.64142,0.58752,0.40424,4.71012,0.31843,0.46055,5.53864,0.74602,0.29632,5.71927,0.29098,0.76569,3.95736,0.87483,0.07895,5.11410,0.36179,0.95002,5.32574,0.91132,0.01124,4.22648,0.38945,1.02120,4.56782,0.89729,-0.01653,4.29129,0.41320,0.98760,4.71973,0.88038,0.01613,4.82138,0.41419,0.96409,5.05520,0.58878,0.90355,3.37251,3.72667,0.38593,0.91809
22,Disco,0.48330,0.26251,11.10957,0.50042,0.22766,11.69263,0.51293,0.23077,11.00905,0.52559,0.23396,10.11077,0.46693,0.21819,11.66771,0.45377,0.21483,11.46924,0.44083,0.21131,11.49036,0.53183,0.25405,6.95799,0.41630,0.22859,10.11784,0.49924,0.30891,7.73216,0.45035,0.29665,9.65387,0.58350,0.40363,4.42645,0.31574,0.46022,6.03710,0.74371,0.29907,5.33031,0.29204,0.76582,5.01277,0.87523,0.08092,4.52855,0.36609,0.95117,6.25802,0.91114,0.01333,3.70066,0.39223,1.02219,5.36932,0.89756,-0.01609,3.77054,0.41543,0.98937,5.45080,0.88067,0.01634,4.33819,0.41790,0.96544,5.85560,0.58605,0.90065,3.83461,4.93884,0.38582,0.91866
23,Disco,0.48103,0.26276,11.49671,0.49851,0.22795,11.88102,0.51103,0.23110,11.24003,0.52370,0.23434,10.37698,0.46506,0.21836,11.73106,0.45204,0.21496,11.50376,0.43924,0.21140,11.52131,0.53085,0.25442,7.36871,0.41549,0.22850,10.43885,0.49724,0.30922,8.58668,0.44863,0.29683,10.31953,0.58502,0.40478,5.22575,0.31613,0.45996,6.59264,0.74698,0.29706,5.27626,0.29303,0.76239,4.65862,0.87788,0.07063,4.28577,0.36801,0.94874,5.56142,0.91293,-0.00124,3.40938,0.39306,1.01989,4.71298,0.89990,-0.03099,3.48275,0.41596,0.98687,4.84544,0.88332,0.00322,4.05384,0.41850,0.96296,5.20120,0.58798,0.90329,4.81994,5.52998,0.38630,0.91967
24,Disco,0.48125,0.26273,11.77017,0.49873,0.22790,12.41963,0.51127,0.23103,11.71151,0.52397,0.23425,10.78400,0.46522,0.21835,12.35102,0.45216,0.21497,12.03508,0.43933,0.21142,11.95568,0.53097,0.25434,7.56918,0.41558,0.22862,10.54715,0.49756,0.30915,8.33750,0.44880,0.29687,10.06072,0.58502,0.40489,4.93380,0.31621,0.45936,6.33144,0.74679,0.29803,5.36851,0.29153,0.76153,4.65901,0.87745,0.07119,4.46867,0.36397,0.94454,5.67300,0.91254,0.00235,3.59581,0.38560,1.01449,4.83086,0.89985,-0.02654,3.66447,0.40890,0.98052,4.96674,0.88322,0.00683,4.20520,0.41226,0.95709,5.33542,0.58474,0.90337,4.48037,5.19392,0.38247,0.91805
25,Disco,0.48163,0.26265,11.62405,0.49888,0.22781,12.67820,0.51138,0.23088,11.98681,0.52408,0.23404,11.08371,0.46542,0.21853,12.37738,0.45237,0.21529,12.00392,0.43955,0.21190,11.90512,0.53163,0.25404,7.74142,0.41611,0.22992,10.34861,0.49843,0.30884,8.11274,0.44962,0.29685,9.84688,0.58734,0.40444,4.73892,0.31777,0.46197,5.94210,0.74439,0.29753,5.87791,0.29131,0.76403,4.53037,0.87377,0.08486,5.24495,0.36555,0.94910,5.76783,0.90877,0.02005,4.36206,0.38782,1.01956,4.90975,0.89538,-0.00635,4.41460,0.41174,0.98462,5.03697,0.87919,0.02581,4.96045,0.41470,0.96146,5.41943,0.59316,0.90567,3.69868,4.49721,0.38736,0.92611
26,Disco,0.48159,0.26308,11.39824,0.49920,0.22810,11.83954,0.51183,0.23132,11.19913,0.52464,0.23465,10.35921,0.46556,0.21848,11.75669,0.45247,0.21515,11.52763,0.43959,0.21175,11.52612,0.53222,0.25460,7.29069,0.41606,0.22986,10.29240,0.49825,0.30959,8.11682,0.44946,0.29693,9.93877,0.58716,0.40425,4.88909,0.31776,0.46114,5.97094,0.74483,0.30311,5.44799,0.29134,0.76570,4.40915,0.87286,0.09046,4.89414,0.36604,0.95126,5.59761,0.90782,0.02421,4.08191,0.38735,1.02119,4.82724,0.89431,-0.00285,4.14674,0.41025,0.98597,4.98031,0.87813,0.02947,4.66392,0.41367,0.96248,5.34098,0.59410,0.90416,4.29055,4.69819,0.38937,0.92399
27,Disco,0.48348,0.26279,11.12391,0.50052,0.22790,11.47741,0.51286,0.23110,11.00748,0.52539,0.23443,10.31180,0.46740,0.21844,11.25326,0.45449,0.21508,11.11626,0.44178,0.21153,11.19710,0.53187,0.25438,7.51785,0.41742,0.22929,10.13963,0.49896,0.30916,8.14718,0.45078,0.29688,9.92287,0.58610,0.40413,5.03325,0.31747,0.46170,6.02970,0.74710,0.30197,5.34194,0.29039,0.76963,4.08512,0.87306,0.08960,4.55028,0.36301,0.95037,5.09135,0.90786,0.02385,3.71809,0.38374,1.01900,4.33768,0.89426,-0.00294,3.78527,0.40447,0.98394,4.45416,0.87847,0.02921,4.29112,0.40785,0.96072,4.80215,0.59258,0.90239,4.41349,4.84552,0.39105,0.92256
28,Disco,0.48297,0.26257,11.37519,0.50008,0.22769,11.78239,0.51238,0.23090,11.19968,0.52487,0.23423,10.39284,0.46711,0.21819,11.64900,0.45427,0.21482,11.42620,0.44164,0.21126,11.41681,0.53144,0.25418,7.27596,0.41786,0.22888,10.10696,0.49848,0.30883,7.96023,0.45046,0.29656,9.70629,0.58553,0.40368,4.69520,0.31792,0.46121,5.85116,0.74750,0.30288,5.35859,0.29082,0.76966,4.45860,0.87164,0.08964,4.74810,0.36322,0.95239,5.66794,0.90649,0.02342,3.90225,0.38409,1.02137,4.85519,0.89368,-0.00324,3.97035,0.40449,0.98699,4.98354,0.87725,0.02910,4.48365,0.40796,0.96384,5.35141,0.59026,0.90068,3.92294,4.41792,0.39000,0.91992
29,Disco,0.48389,0.26245,11.72040,0.50130,0.22763,12.26228,0.51379,0.23083,11.67391,0.52646,0.23416,10.87182,0.46790,0.21812,11.96449,0.45489,0.21475,11.62098,0.44210,0.21119,11.55273,0.53347,0.25410,7.80326,0.41827,0.22884,10.22480,0.49996,0.30871,8.50403,0.45120,0.29647,9.98720,0.58751,0.40368,5.33526,0.31903,0.46086,5.69671,0.74721,0.29622,5.79899,0.29310,0.76636,3.98492,0.87469,0.08440,4.89305,0.36296,0.95044,4.88400,0.91144,0.01823,3.93826,0.38157,1.01972,4.15073,0.89792,-0.00909,4.00059,0.40211,0.98652,4.31483,0.88129,0.02285,4.53768,0.40597,0.96307,4.64403,0.58986,0.90209,4.58150,4.54342,0.38900,0.91917
30,Disco,0.48251,0.26255,11.74829,0.50048,0.22769,12.62504,0.51316,0.23092,11.97401,0.52601,0.23425,11.08894,0.46663,0.21813,12.22853,0.45342,0.21476,11.78396,0.44043,0.21123,11.63314,0.53335,0.25422,7.78771,0.41670,0.22892,10.22980,0.49896,0.30890,8.33571,0.44947,0.29650,9.86812,0.58744,0.40368,5.03477,0.31840,0.46084,5.47811,0.74298,0.29255,5.70652,0.29429,0.76713,3.88236,0.87507,0.08418,5.04581,0.36683,0.95355,5.01309,0.91157,0.01823,4.14726,0.38519,1.02348,4.28560,0.89837,-0.00909,4.20435,0.40669,0.99139,4.43066,0.88146,0.02283,4.72221,0.41041,0.96811,4.75279,0.58973,0.90312,3.83817,4.00813,0.38853,0.91925
31,Disco,0.48250,0.26276,11.62336,0.50059,0.22791,12.26682,0.51333,0.23110,11.61759,0.52623,0.23440,10.73362,0.46671,0.21835,12.10311,0.45347,0.21494,11.82806,0.44046,0.21135,11.78325,0.53368,0.25442,7.60657,0.41672,0.22860,10.50720,0.49902,0.30914,8.28719,0.44945,0.29697,9.99154,0.58702,0.40424,5.02179,0.31777,0.45871,6.21610,0.74390,0.29275,5.38859,0.29417,0.76080,4.47799,0.87555,0.07726,4.37702,0.36597,0.94723,5.45797,0.91212,0.00842,3.49749,0.38443,1.01758,4.65073,0.89886,-0.02063,3.55773,0.40663,0.98524,4.78485,0.88188,0.01222,4.10619,0.41040,0.96150,5.13193,0.58627,0.90418,4.46690,5.06477,0.38551,0.91721
32,Disco,0.48287,0.26275,11.50802,0.50066,0.22797,12.19165,0.51333,0.23118,11.52843,0.52627,0.23449,10.64208,0.46691,0.21835,12.03330,0.45371,0.21496,11.74972,0.44075,0.21140,11.70434,0.53374,0.25452,7.44067,0.41688,0.22876,10.27152,0.49928,0.30914,8.02912,0.44991,0.29695,9.79928,0.58710,0.40409,4.75528,0.31797,0.45871,6.01833,0.74346,0.29448,5.60396,0.29202,0.76053,4.48350,0.87553,0.08067,4.82693,0.36601,0.94271,5.63730,0.91189,0.01220,3.96823,0.38458,1.01229,4.80206,0.89850,-0.01642,4.02748,0.40713,0.97844,4.92854,0.88154,0.01651,4.55322,0.41043,0.95536,5.28848,0.58747,0.90379,4.01181,4.74652,0.38605,0.91769
33,Disco,0.48287,0.26276,11.37797,0.50076,0.22805,11.80244,0.51349,0.23130,11.17387,0.52648,0.23465,10.34519,0.46691,0.21838,11.72078,0.45371,0.21496,11.51273,0.44074,0.21137,11.54075,0.53395,0.25531,7.30636,0.41686,0.22918,10.38825,0.49936,0.30966,8.29243,0.44988,0.29732,10.21401,0.58751,0.40697,4.83409,0.31795,0.46540,6.30051,0.74295,0.29500,5.41769,0.29483,0.76793,4.77086,0.87427,0.08253,4.62352,0.36793,0.94950,5.70495,0.90998,0.01351,3.80025,0.38768,1.01649,4.83873,0.89641,-0.01427,3.85642,0.40837,0.98209,4.93641,0.88008,0.01907,4.39097,0.41187,0.95930,5.32113,0.59101,0.90951,4.86159,5.61454,0.38765,0.92852
34,Disco,0.48274,0.26585,11.98739,0.50069,0.22954,12.55733,0.51336,0.23246,11.89135,0.52618,0.23552,11.02110,0.46639,0.22057,12.40676,0.45297,0.21735,12.06018,0.43980,0.21399,11.96180,0.53356,0.25548,7.92846,0.41598,0.23110,10.56478,0.49912,0.31159,8.47475,0.44967,0.30024,9.95343,0.58746,0.40671,5.29247,0.31825,0.46448,5.85928,0.74284,0.29544,5.71436,0.29498,0.76175,4.16515,0.87348,0.08346,4.96084,0.36263,0.94688,5.05996,0.90972,0.01425,4.07209,0.37872,1.01538,4.30721,0.89581,-0.01397,4.15483,0.39908,0.98175,4.48042,0.87908,0.01955,4.66375,0.40318,0.95844,4.80558,0.59136,0.90758,4.24414,4.35706,0.38860,0.92724
